,drug_id,drug_name,PubChem Substance,PubChem Compound,PubChem Canonical Smiles
5578,DB01277,Mecasermin,46504889,,
5582,DB01278,Pramlintide,46509048,,
5586,DB01279,Galsulfase,46509151,,
5588,DB01280,Nelarabine,46506325,3011155,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N
5592,DB01282,Carbetocin,46509009,16681432,CCC(C)C1C(=O)NC(C(=O)NC(C(=O)NC(CSCCCC(=O)NC(C(=O)N1)CC2=CC=C(C=C2)OC)C(=O)N3CCCC3C(=O)NC(CC(C)C)C(=O)NCC(=O)N)CC(=O)N)CCC(=O)N
5593,DB01283,Lumiracoxib,46506378,151166,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
5596,DB01285,Corticotropin,46506307,,CC(C)CC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CC=CC=C1)C(=O)O)NC(=O)C2CCCN2C(=O)C(CC3=CC=CC=C3)NC(=O)C(C)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(CO)NC(=O)C(CCC(=O)O)NC(=O)C(CC(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)CNC(=O)C(CC(=O)N)NC(=O)C4CCCN4C(=O)C(CC5=CC=C(C=C5)O)NC(=O)C(C(C)C)NC(=O)C(CCCCN)NC(=O)C(C(C)C)NC(=O)C6CCCN6C(=O)C(CCCNC(=N)N)NC(=O)C(CCCNC(=N)N)NC(=O)C(CCCCN)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(C(C)C)NC(=O)C7CCCN7C(=O)C(CCCCN)NC(=O)CNC(=O)C(CC8=CNC9=CC=CC=C98)NC(=O)C(CCCNC(=N)N)NC(=O)C(CC1=CC=CC=C1)NC(=O)C(CC1=CN=CN1)NC(=O)C(CCC(=O)O)NC(=O)C(CCSC)NC(=O)C(CO)NC(=O)C(CC1=CC=C(C=C1)O)NC(=O)C(CO)N
5598,DB01288,Fenoterol,46509099,3343,CC(CC1=CC=C(C=C1)O)NCC(C2=CC(=CC(=C2)O)O)O
5604,DB01294,Bismuth Subsalicylate,46507128,16682734,C1=CC=C2C(=C1)C(=O)O[Bi]O2.O
5608,DB01296,Glucosamine,46506420,439213,C(C1C(C(C(C(O1)O)N)O)O)O
5615,DB01299,Sulfadoxine,46507915,17134,COC1=C(N=CN=C1OC)NS(=O)(=O)C2=CC=C(C=C2)N
5628,DB01320,Fosphenytoin,46505168,56339,C1=CC=C(C=C1)C2(C(=O)N(C(=O)N2)COP(=O)(O)O)C3=CC=CC=C3
5629,DB01321,Josamycin,46505431,5282165,CC1CC=CC=CC(C(CC(C(C(C(CC(=O)O1)OC(=O)C)OC)OC2C(C(C(C(O2)C)OC3CC(C(C(O3)C)OC(=O)CC(C)C)(C)O)N(C)C)O)CC=O)C)O
5638,DB01326,Cefamandole,46508882,456255,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)NC(=O)C(C4=CC=CC=C4)O)SC2)C(=O)O
5647,DB01328,Cefonicid,46505699,43594,C1C(=C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)O)C(=O)O)CSC4=NN=NN4CS(=O)(=O)O
5652,DB01329,Cefoperazone,46504543,44185,CCN1CCN(C(=O)C1=O)C(=O)NC(C2=CC=C(C=C2)O)C(=O)NC3C4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
5674,DB01332,Ceftizoxime,46505647,6533629,CON=C(C1=CSC(=N1)N)C(=O)NC2C3N(C2=O)C(=CCS3)C(=O)O
5691,DB01344,Tolevamer,46507832,,
5692,DB01345,Potassium,46506517,5462222,[K]
5757,DB01359,Penbutolol,46504929,37464,CC(C)(C)NCC(COC1=CC=CC=C1C2CCCC2)O
5781,DB01366,Procaterol,46507907,688561,CCC(C(C1=C2C=CC(=O)NC2=C(C=C1)O)O)NC(C)C
5787,DB01370,Aluminium,46504765,5359268,[Al]
5817,DB01380,Cortisone acetate,46508852,5745,CC(=O)OCC(=O)C1(CCC2C1(CC(=O)C3C2CCC4=CC(=O)CCC34C)C)O
5824,DB01382,Glycodiazine,46507076,9565,COCCOC1=CN=C(N=C1)NS(=O)(=O)C2=CC=CC=C2
5839,DB01392,Yohimbine,46504602,8969,COC(=O)C1C(CCC2C1CC3C4=C(CCN3C2)C5=CC=CC=C5N4)O
5851,DB01393,Bezafibrate,46509188,39042,CC(C)(C(=O)O)OC1=CC=C(C=C1)CCNC(=O)C2=CC=C(C=C2)Cl
5863,DB01396,Digitoxin,46506035,441207,CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O
5868,DB01400,Neostigmine,46509161,4456,CN(C)C(=O)OC1=CC=CC(=C1)[N+](C)(C)C
5871,DB01403,Methotrimeprazine,46507223,72287,CC(CN1C2=CC=CC=C2SC3=C1C=C(C=C3)OC)CN(C)C
5901,DB01407,Clenbuterol,46508373,2783,CC(C)(C)NCC(C1=CC(=C(C(=C1)Cl)N)Cl)O
5906,DB01408,Bambuterol,46505785,54766,CC(C)(C)NCC(C1=CC(=CC(=C1)OC(=O)N(C)C)OC(=O)N(C)C)O
5912,DB01410,Ciclesonide,46508553,6918155,CC(C)C(=O)OCC(=O)C12C(CC3C1(CC(C4C3CCC5=CC(=O)C=CC45C)O)C)OC(O2)C6CCCCC6
5913,DB01411,Pranlukast,46508129,4887,C1=CC=C(C=C1)CCCCOC2=CC=C(C=C2)C(=O)NC3=CC=CC4=C3OC(=CC4=O)C5=NNN=N5
5919,DB01412,Theobromine,46508574,5429,CN1C=NC2=C1C(=O)NC(=O)N2C
5922,DB01413,Cefepime,46507919,5479537,C[N+]1(CCCC1)CC2=C(N3C(C(C3=O)NC(=O)C(=NOC)C4=CSC(=N4)N)SC2)C(=O)[O-]
5928,DB01415,Ceftibuten,46507324,5282242,C1C=C(N2C(S1)C(C2=O)NC(=O)C(=CCC(=O)O)C3=CSC(=N3)N)C(=O)O
5932,DB01416,Cefpodoxime,46504897,6335986,COCC1=C(N2C(C(C2=O)NC(=O)C(=NOC)C3=CSC(=N3)N)SC1)C(=O)O
5933,DB01418,Acenocoumarol,46507631,54676537,CC(=O)CC(C1=CC=C(C=C1)[N+](=O)[O-])C2=C(C3=CC=CC=C3OC2=O)O
5936,DB01420,Testosterone propionate,46508693,5995,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
5937,DB01421,Paromomycin,46505391,165580,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CO)O)O)N)OC3C(C(C(O3)CO)OC4C(C(C(C(O4)CN)O)O)N)O)O)N
5943,DB01424,Aminophenazone,46504975,6009,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)C
5945,DB01426,Ajmaline,46506449,441080,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
5959,DB01432,Cholestyramine,46506251,,CCC1=CC=C(C=C1)C(C)CCC2=CC=C(C=C2)[N+](C)(C)C
5962,DB01435,Antipyrine,46505216,2206,CC1=CC(=O)N(N1C)C2=CC=CC=C2
6151,DB01553,Cloxazolam,46505281,2816,C1COC2(N1CC(=O)NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4Cl
6227,DB01574,Attapulgite,46505928,73415752,O.O.O.O.O.O.O.O.O.O.O.O.O.O.[OH-].[Mg].[Mg].[Al].[Al].[Si].[Si].[Si].[Si]
6253,DB01581,Sulfamerazine,46505036,5325,CC1=NC(=NC=C1)NS(=O)(=O)C2=CC=C(C=C2)N
6254,DB01582,Sulfamethazine,46507146,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C
6257,DB01584,Thyroglobulin,46507834,,
6258,DB01586,Ursodeoxycholic acid,46508795,31401,CC(CCC(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
6318,DB01593,Zinc,46506903,23994,[Zn]
6478,DB01597,Cilastatin,46505611,6435415,CC1(CC1C(=O)NC(=CCCCCSCC(C(=O)O)N)C(=O)O)C
6484,DB01599,Probucol,46508876,4912,CC(C)(C)C1=CC(=CC(=C1O)C(C)(C)C)SC(C)(C)SC2=CC(=C(C(=C2)C(C)(C)C)O)C(C)(C)C
6489,DB01602,Bacampicillin,46507859,441397,CCOC(=O)OC(C)OC(=O)C1C(SC2N1C(=O)C2NC(=O)C(C3=CC=CC=C3)N)(C)C
6490,DB01603,Meticillin,46508973,6087,CC1(C(N2C(S1)C(C2=O)NC(=O)C3=C(C=CC=C3OC)OC)C(=O)O)C
6500,DB01607,Ticarcillin,46505959,36921,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CSC=C3)C(=O)O)C(=O)O)C
6501,DB01608,Propericiazine,46505085,4747,C1CN(CCC1O)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)C#N
6505,DB01609,Deferasirox,46506791,5493381,C1=CC(=C2NC(=C3C=CC=CC3=O)N(N2)C4=CC=C(C=C4)C(=O)O)C(=O)C=C1
6506,DB01610,Valganciclovir,46505524,64147,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1NC(=NC2=O)N)N
6511,DB01613,Erythrityl Tetranitrate,46508990,5284553,C(C(C(CO[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-])O[N+](=O)[O-]
6513,DB01614,Acepromazine,46508205,6077,CC(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN(C)C
6520,DB01616,Alverine,46506981,3678,CCN(CCCC1=CC=CC=C1)CCCC2=CC=CC=C2
6528,DB01621,Pipotiazine,46508263,62867,CN(C)S(=O)(=O)C1=CC2=C(C=C1)SC3=CC=CC=C3N2CCCN4CCC(CC4)CCO
6541,DB01624,Zuclopenthixol,46507341,5311507,C1CN(CCN1CCC=C2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl)CCO
6548,DB01625,Isopropamide,46507726,3775,CC(C)[N+](C)(CCC(C1=CC=CC=C1)(C2=CC=CC=C2)C(=O)N)C(C)C
6552,DB01627,Lincomycin,46506668,3000540,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)O
6553,DB01628,Etoricoxib,46504505,123619,CC1=NC=C(C=C1)C2=NC=C(C=C2C3=CC=C(C=C3)S(=O)(=O)C)Cl
6651,DB01685,Topiroxostat,46508374,5288320,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N
6924,DB01839,Propylene glycol,46505685,1030,CC(CO)O
7058,DB01914,D-glucose,46507147,107526,C(C1C(C(C(C(O1)O)O)O)O)O
7803,DB02325,Isopropyl Alcohol,46508136,3776,CC(C)O
8239,DB02530,gamma-Aminobutyric acid,46507841,119,C(CC(=O)O)CN
8256,DB02546,Vorinostat,46508989,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO
8395,DB02638,Terlipressin,46504626,72081,C1CC(N(C1)C(=O)C2CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)NC(=O)CNC(=O)CNC(=O)CN)C(=O)NC(CCCCN)C(=O)NCC(=O)N
8492,DB02701,Nicotinamide,46507386,936,C1=CC(=CN=C1)C(=O)N
8498,DB02703,Fusidic Acid,46505364,3000226,CC1C2CCC3(C(C2(CCC1O)C)C(CC4C3(CC(C4=C(CCC=C(C)C)C(=O)O)OC(=O)C)C)O)C
9092,DB03085,Glycolic acid,46508186,757,C(C(=O)O)O
9433,DB03247,Flavin mononucleotide,46507603,643976,CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(COP(=O)(O)O)O)O)O
9796,DB03404,Hemin,46504761,,
10118,DB03585,Oxyphenbutazone,46507285,4641,CCCCC1C(=O)N(N(C1=O)C2=CC=C(C=C2)O)C3=CC=CC=C3
10163,DB03615,Ribostamycin,46505351,33042,C1C(C(C(C(C1N)OC2C(C(C(C(O2)CN)O)O)N)OC3C(C(C(O3)CO)O)O)O)N
10398,DB03756,Doconexent,46506213,445580,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)O
10458,DB03793,Benzoic Acid,46504911,243,C1=CC=C(C=C1)C(=O)O
10601,DB03843,Formaldehyde,46505094,712,C=O
10690,DB03904,Urea,46508687,1176,C(=O)(N)N
11011,DB04115,Berberine,46506051,2353,COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC5=C(C=C4CC3)OCO5)OC
11211,DB04209,Dequalinium,46507206,2993,CC1=[N+](C2=CC=CC=C2C(=C1)N)CCCCCCCCCC[N+]3=C(C=C(C4=CC=CC=C43)N)C
11261,DB04224,Oleic Acid,46506835,637517,CCCCCCCCC=CCCCCCCCC(=O)O
11559,DB04335,Inosine,175426857,6021,C1=NC(=O)C2=C(N1)N(C=N2)C3C(C(C(O3)CO)O)O
11566,DB04339,Carbocisteine,46507988,193653,C(C(C(=O)O)N)SCC(=O)O
11687,DB04398,Lactic Acid,46505582,612,CC(C(=O)O)O
11843,DB04465,Lactose,46505218,440995,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
12061,DB04570,Latamoxef,46505546,47499,CN1C(=NN=N1)SCC2=C(N3C(C(C3=O)(NC(=O)C(C4=CC=C(C=C4)O)C(=O)O)OC)OC2)C(=O)O
12066,DB04572,Thiotepa,46505958,5453,C1CN1P(=S)(N2CC2)N3CC3
12067,DB04573,Estriol,46505881,5756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O
12280,DB04743,Nimesulide,46507721,4495,CS(=O)(=O)NC1=C(C=C(C=C1)[N+](=O)[O-])OC2=CC=CC=C2
12326,DB04786,Suramin,46507013,5361,CC1=C(C=C(C=C1)C(=O)NC2=C3C(=CC(=CC3=C(C=C2)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)NC(=O)C4=CC(=CC=C4)NC(=O)NC5=CC=CC(=C5)C(=O)NC6=C(C=CC(=C6)C(=O)NC7=C8C(=CC(=CC8=C(C=C7)S(=O)(=O)O)S(=O)(=O)O)S(=O)(=O)O)C
12341,DB04794,Bifonazole,46507284,2378,C1=CC=C(C=C1)C2=CC=C(C=C2)C(C3=CC=CC=C3)N4C=CN=C4
12373,DB04815,Clioquinol,46509081,2788,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1
12374,DB04816,Danthron,46509077,2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O
12375,DB04817,Metamizole,46509035,522325,CC1=C(C(=O)N(N1C)C2=CC=CC=C2)N(C)CS(=O)(=O)[O-].[Na+]
12390,DB04824,Phenolphthalein,46506108,4764,C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O
12410,DB04835,Maraviroc,46508040,3002977,CC1=NN=C(N1C2CC3CCC(C2)N3CCC(C4=CC=CC=C4)NC(=O)C5CCC(CC5)(F)F)C(C)C
12413,DB04837,Clofedanol,46505324,2795,CN(C)CCC(C1=CC=CC=C1)(C2=CC=CC=C2Cl)O
12416,DB04839,Cyproterone acetate,46506931,9880,CC(=O)C1(CCC2C1(CCC3C2C=C(C4=CC(=O)C5CC5C34C)Cl)C)OC(=O)C
12418,DB04840,Debrisoquin,46507664,2966,C1CN(CC2=CC=CC=C21)C(=N)N
12424,DB04842,Fluspirilene,46508202,3396,C1CN(CCC12C(=O)NCN2C3=CC=CC=C3)CCCC(C4=CC=C(C=C4)F)C5=CC=C(C=C5)F
12429,DB04844,Tetrabenazine,46506426,6018,CC(C)CC1CN2CCC3=CC(=C(C=C3C2CC1=O)OC)OC
12431,DB04845,Ixabepilone,99443224,6445540,CC1CCCC2(C(O2)CC(NC(=O)CC(C(C(=O)C(C1O)C)(C)C)O)C(=CC3=CSC(=N3)C)C)C
12432,DB04846,Celiprolol,310264853,2663,CCN(CC)C(=O)NC1=CC(=C(C=C1)OCC(CNC(C)(C)C)O)C(=O)C
12470,DB04861,Nebivolol,99443225,71301,C1CC2=C(C=CC(=C2)F)OC1C(CNCC(C3CCC4=C(O3)C=CC(=C4)F)O)O
12475,DB04864,Huperzine A,175426873,854026,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3
12477,DB04865,Omacetaxine mepesuccinate,175426874,285033,CC(C)(CCCC(CC(=O)OC)(C(=O)OC1C2C3=CC4=C(C=C3CCN5C2(CCC5)C=C1OC)OCO4)O)O
12482,DB04868,Nilotinib,99443226,644241,CC1=C(C=C(C=C1)C(=O)NC2=CC(=CC(=C2)N3C=C(N=C3)C)C(F)(F)F)NC4=NC=CC(=N4)C5=CN=CC=C5
12492,DB04876,Vildagliptin,99443227,6918537,C1CC(N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
12493,DB04877,Voacamine,99443228,11953931,CCC1CC2CC3(C1N(C2)CCC4=C3NC5=CC(=C(C=C45)OC)C6CC7C(C(CC8=C6NC9=CC=CC=C89)N(CC7=CC)C)C(=O)OC)C(=O)OC
12494,DB04878,Voglibose,46504462,444020,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO
12498,DB04880,Enoximone,46505575,53708,CC1=C(NC(=O)N1)C(=O)C2=CC=C(C=C2)SC
12521,DB04894,Vapreotide,46506923,6918026,CC(C)C1C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=C(C=C4)O)NC(=O)C(CC5=CC=CC=C5)N)C(=O)NC(CC6=CNC7=CC=CC=C76)C(=O)N
12524,DB04895,Pegaptanib,46504497,,COCCOC(=O)NCCCCC(C(=O)NCCCCCCCOP(=O)(C)O)NC(=O)OCCOC
12525,DB04896,Milnacipran,46506141,65833,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2
12528,DB04897,Lucinactant,347909842,,CC(C)CC(C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)O)NC(=O)C(CCCCN)N
12529,DB04898,Ximelagatran,46509040,9574101,CCOC(=O)CNC(C1CCCCC1)C(=O)N2CCC2C(=O)NCC3=CC=C(C=C3)C(=NO)N
12530,DB04899,Nesiritide,46508506,,
12533,DB04900,Thymalfasin,46504578,,CCC(C)C(C(=O)NC(C(C)O)C(=O)NC(C(C)O)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CCCCN)C(=O)NC(CCC(=O)O)C(=O)NC(C(C)C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)N)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(CO)NC(=O)C(C(C)O)NC(=O)C(CC(=O)O)NC(=O)C(C(C)C)NC(=O)C(C)NC(=O)C(C)NC(=O)C(CC(=O)O)NC(=O)C(CO)NC(=O)C
12541,DB04908,Flibanserin,175426897,6918248,C1CN(CCN1CCN2C3=CC=CC=C3NC2=O)C4=CC=CC(=C4)C(F)(F)F
12546,DB04911,Oritavancin,175426900,16136912,CC1C(C(CC(O1)OC2C3C(=O)NC(C4=CC(=CC(=C4C5=C(C=CC(=C5)C(C(=O)N3)NC(=O)C6C7=CC(=C(C(=C7)OC8=C(C=C(C=C8)C(C(C(=O)NC(C(=O)N6)CC(=O)N)NC(=O)C(CC(C)C)NC)O)Cl)OC9C(C(C(C(O9)CO)O)O)OC1CC(C(C(O1)C)O)(C)NCC1=CC=C(C=C1)C1=CC=C(C=C1)Cl)OC1=C(C=C2C=C1)Cl)O)O)O)C(=O)O)(C)N)O
12553,DB04918,Ceftobiprole,175426903,12993649,C1CNCC1N2CCC(=CC3=C(N4C(C(C4=O)NC(=O)C(=C5NSC(=N5)N)N=O)SC3)C(=O)O)C2=O
12558,DB04920,Clevidipine,175426904,153994,CCCC(=O)OCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
12570,DB04930,Permethrin,46505374,40326,CC1(C(C1C(=O)OCC2=CC(=CC=C2)OC3=CC=CC=C3)C=C(Cl)Cl)C
12573,DB04931,Afamelanotide,175426907,16197727,CCCCC(C(=O)NC(CCC(=O)O)C(=O)NC(CC1=CN=CN1)C(=O)NC(CC2=CC=CC=C2)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC3=CNC4=CC=CC=C43)C(=O)NCC(=O)NC(CCCCN)C(=O)N5CCCC5C(=O)NC(C(C)C)C(=O)N)NC(=O)C(CO)NC(=O)C(CC6=CC=C(C=C6)O)NC(=O)C(CO)NC(=O)C
12574,DB04932,Defibrotide,46508192,,
12580,DB04938,Ospemifene,175426911,3036505,C1=CC=C(C=C1)C(=C(C2=CC=CC=C2)C3=CC=C(C=C3)OCCO)CCCl
12583,DB04942,Tamibarotene,46509039,108143,CC1(CCC(C2=C1C=CC(=C2)NC(=O)C3=CC=C(C=C3)C(=O)O)(C)C)C
12599,DB04948,Lofexidine,46508453,30668,CC(C1=NCCN1)OC2=C(C=CC=C2Cl)Cl
12602,DB04951,Pirfenidone,175426915,40632,CC1=CN(C(=O)C=C1)C2=CC=CC=C2
12604,DB04953,Ezogabine,175426917,121892,CCOC(=O)NC1=C(C=C(C=C1)NCC2=CC=C(C=C2)F)N
12622,DB04967,Lucanthone,46507260,10180,CCN(CC)CCNC1=C2C(=C(C=C1)C)SC3=CC=CC=C3C2=O
12682,DB05015,Belinostat,347827703,6918638,C1=CC=C(C=C1)NS(=O)(=O)C2=CC=CC(=C2)C=CC(=O)NO
12683,DB05016,Ataluren,175426931,11219835,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F
12686,DB05018,Migalastat,347827704,176077,C1C(C(C(C(N1)CO)O)O)O
12763,DB05084,Abaloparatide,347909937,,CCC(C)C(C(=O)NC(CCC(=O)N)C(=O)NC(CC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCCNC(=N)N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC(C)C)C(=O)NC(C)(C)C(=O)NC(CCCCN)C(=O)NC(CC(C)C)C(=O)NC(CC1=CN=CN1)C(=O)NC(C(C)O)C(=O)NC(C)C(=O)N)NC(=O)C(CO)NC(=O)C(CCCCN)NC(=O)CNC(=O)C(CCCCN)NC(=O)C(CC(=O)O)NC(=O)C(CC2=CN=CN2)NC(=O)C(CC(C)C)NC(=O)C(CC(C)C)NC(=O)C(CCC(=O)N)NC(=O)C(CC3=CN=CN3)NC(=O)C(CCC(=O)O)NC(=O)C(CO)NC(=O)C(C(C)C)NC(=O)C(C)N
12782,DB05099,Ancrod,347909946,,
12792,DB05109,Trabectedin,99443229,108150,CC1=C(C(=C2C3C4C5C6=C(C(N4C(C(N3C)CC2=C1)O)COC(=O)C7(CS5)C8=CC(=C(C=C8CCN7)O)OC)C9=C(C(=C6OC(=O)C)C)OCO9)O)OC
12862,DB05154,Pretomanid,175426953,456199,C1C(COC2=NC(=CN21)[N+](=O)[O-])OCC3=CC=C(C=C3)OC(F)(F)F
12943,DB05219,Crisaborole,175426957,44591583,B1(C2=C(CO1)C=C(C=C2)OC3=CC=C(C=C3)C#N)O
12970,DB05239,Cobimetinib,310264856,16222096,C1CCNC(C1)C2(CN(C2)C(=O)C3=C(C(=C(C=C3)F)F)NC4=C(C=C(C=C4)I)F)O
12979,DB05245,Silver sulfadiazine,46507881,441244,C1=CN=C(N=C1)[N-]S(=O)(=O)C2=CC=C(C=C2)N.[Ag+]
12989,DB05258,Natural alpha interferon,347910052,,
12990,DB05259,Glatiramer Acetate,46505299,,CC(C(=O)O)N.CC(=O)O.C1=CC(=CC=C1CC(C(=O)O)N)O.C(CCN)CC(C(=O)O)N.C(CC(=O)O)C(C(=O)O)N
12991,DB05260,Gallium nitrate,46508923,61635,[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[N+](=O)([O-])[O-].[Ga+3]
13000,DB05265,Ecabet,99443230,65781,CC(C)C1=C(C=C2C(=C1)CCC3C2(CCCC3(C)C(=O)O)C)S(=O)(=O)O
13002,DB05266,Ibudilast,99443231,3671,CC(C)C1=NN2C=CC=CC2=C1C(=O)C(C)C
13015,DB05273,Samarium (153Sm) lexidronam,347827722,76962714,[H+].[H+].[H+].[H+].[H+].C(CN(CP(=O)([O-])[O-])CP(=O)([O-])[O-])N(CP(=O)([O-])[O-])CP(=O)([O-])[O-].[Sm+3]
13016,DB05276,Hepatitis B Immune Globulin,347910055,,
13036,DB05299,keyhole limpet hemocyanin,347910062,,
13050,DB05311,Ecallantide,347910073,,CCC(C)C1C(=O)NC(C(=O)NCC(=O)NCC(=O)NC2CSSCC3C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N4CCCC4C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(CSSCC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)NCC(=O)N5CCCC5C(=O)N3)CC(=O)O)CC(=O)O)C)CCCCN)CC6=CC=CC=C6)C)NC(=O)C(CC7=CC=CC=C7)NC(=O)C(CO)NC(=O)C(CC8=CN=CN8)NC(=O)C(CCSC)NC(=O)C(C)NC(=O)C(CCC(=O)O)N)C(=O)NC(C(C)O)C(=O)NC(CCCNC(=N)N)C(=O)NC(CC(=O)O)C(=O)O)CCSC)CCCCN)CCCCN)NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)CNC(=O)C(NC2=O)CCC(=O)O)CC(=O)N)CCC(=O)N)CC(=O)N)CCCNC(=N)N)CC9=CC=CC=C9)CCC(=O)O)CO)CC(C)C)CCC(=O)O)CCC(=O)O)C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N1)CC1=CC=CC=C1)CCC(=O)O)CCC(=O)O)CCC(=O)N)CCCNC(=N)N)C(C)O)CC1=CC=CC=C1)C(C)CC)CC(=O)N)CC1=CC=CC=C1)CC1=CC=CC=C1)CC1=CNC2=CC=CC=C21)CCCNC(=N)N)CC1=CN=CN1)C)C)CCCNC(=N)N)CC1=CC=C(C=C1)O
13054,DB05316,Pimavanserin,175426976,10071196,CC(C)COC1=CC=C(C=C1)CNC(=O)N(CC2=CC=C(C=C2)F)C3CCN(CC3)C
13080,DB05351,Dexlansoprazole,347827723,9578005,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
